seq,value_name,value_category,value_category_id,value_type,value_subtype,scale_type,scale_id,scale_name,scale_gender,value_metric_description,value_metric_units,value_metric_score,ancillary_metric_description,ancillary_metric_score,spatial_feature_definition,spatial_feature_type_id,spatial_feature_name,spatial_feature_id,spatial_feature_description,narrative,date_collected,metric_score_source,metric_score_contact,join
1414,Sweet potato,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Lassul Baining,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),3.77,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1415,Tapioca,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Lassul Baining,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),1.41,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1416,Taro,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Lassul Baining,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),5.89,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1419,Watermelons,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Lassul Baining,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.94,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1427,Galip nuts,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Lassul Baining,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.47,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1382,Banana,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Lassul Baining,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.1,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1383,Betel nut,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Lassul Baining,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.44,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1384,Bread fruit,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Lassul Baining,Men and women,Importance for income,% of overall human well-being for income (per unit area),0,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1387,Chickens,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Lassul Baining,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.05,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1395,Green vegetables,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Lassul Baining,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.44,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1396,Home brew,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Lassul Baining,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.44,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1402,Mushroom,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Lassul Baining,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.05,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1403,Mustard,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Lassul Baining,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.44,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1406,"Pigs, domestic",Natural resource values,C_3,Contribution to Income,,Local Government,llg,Lassul Baining,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.78,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1412,Spices,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Lassul Baining,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.05,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1413,Sugar cane,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Lassul Baining,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.05,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1414,Sweet potato,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Lassul Baining,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.59,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1415,Tapioca,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Lassul Baining,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.2,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1416,Taro,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Lassul Baining,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.98,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1419,Watermelons,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Lassul Baining,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.2,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1427,Galip nuts,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Lassul Baining,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.05,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1399,Lime (Kambang),Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.2,,,Use existing layer,F_3,Coral reefs,coral,Coral reefs shallower than 30 m,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1451,Clams,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.73,,,Use existing layer,F_3,Coral reefs,coral,Coral reefs shallower than 30 m,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1452,"Fish, reef",Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),1.91,,,Use existing layer,F_3,Coral reefs,coral,Coral reefs shallower than 30 m,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
1453,Lobster,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Lassul Baining,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),1.32,,,Use existing layer,F_3,Coral reefs,coral,Coral reefs shallower than 30 m,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Lassul Baining
