seq,value_name,value_category,value_category_id,value_type,value_subtype,scale_type,scale_id,scale_name,scale_gender,value_metric_description,value_metric_units,value_metric_score,ancillary_metric_description,ancillary_metric_score,spatial_feature_definition,spatial_feature_type_id,spatial_feature_name,spatial_feature_id,spatial_feature_description,narrative,date_collected,metric_score_source,metric_score_contact,join,join1
1035,Mustard,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Kombiu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1038,"Pigs, domestic",Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Kombiu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),1.19,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1045,Sugar cane,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Kombiu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.4,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1046,Sweet potato,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Kombiu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),1.19,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1047,Tapioca,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Kombiu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),3.95,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1048,Taro,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Kombiu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.79,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1051,Watermelons,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Kombiu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.2,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1059,Galip nuts,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Kombiu,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.4,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1014,Banana,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Kombiu,Men and women,Importance for income,% of overall human well-being for income (per unit area),1.12,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1015,Betel nut,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Kombiu,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.34,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1016,Bread fruit,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Kombiu,Men and women,Importance for income,% of overall human well-being for income (per unit area),0,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1019,Chickens,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Kombiu,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.22,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1027,Green vegetables,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Kombiu,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.34,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1028,Home brew,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Kombiu,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.67,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1035,Mustard,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Kombiu,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.17,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1038,"Pigs, domestic",Natural resource values,C_3,Contribution to Income,,Local Government,llg,Kombiu,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.22,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1045,Sugar cane,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Kombiu,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.06,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1046,Sweet potato,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Kombiu,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.11,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1047,Tapioca,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Kombiu,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.45,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1048,Taro,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Kombiu,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.17,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1051,Watermelons,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Kombiu,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.06,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1059,Galip nuts,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Kombiu,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.06,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,gard_llg_Kombiu
1031,Lime (Kambang),Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.17,,,Use existing layer,F_3,Coral reefs,coral,Coral reefs shallower than 30 m,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,coral_llg_Kombiu
1083,Clams,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.17,,,Use existing layer,F_3,Coral reefs,coral,Coral reefs shallower than 30 m,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,coral_llg_Kombiu
1084,"Fish, reef",Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),5.31,,,Use existing layer,F_3,Coral reefs,coral,Coral reefs shallower than 30 m,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,coral_llg_Kombiu
1085,Lobster,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.34,,,Use existing layer,F_3,Coral reefs,coral,Coral reefs shallower than 30 m,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,coral_llg_Kombiu
1086,"Tourism, reef",Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.11,,,Use existing layer,F_3,Coral reefs,coral,Coral reefs shallower than 30 m,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,coral_llg_Kombiu
1087,"Trochus, reef",Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Kombiu,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.17,,,Use existing layer,F_3,Coral reefs,coral,Coral reefs shallower than 30 m,,28/04/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 1st District Meeting for Gazelle, Rabaul and Kokopo, Workshop # 2. April 2016. ","Nate Peterson, TNC.",llg_Kombiu,coral_llg_Kombiu
